iter,MH,MW,MAG,ROT,LW1,LW2,Theta1,Theta2,I0,I1,I2,phi0,phi1,phi2
623,0.004924,0.02477,0.00743,8.24,0.002545,0.00356,18.53,0.366026,10.88,9.76,10.02,2.65,-4.1,-0.420000000000002
624,0.007841,0.018295,0.013678,14.6,0.001875,0.00289,20.6,0.334904,9.89,10.37,9.79,-2.85,2.95,2.59999999999999
625,0.01104,0.021489,0.009735,3.17,0.001286,0.002184,19.04,0.176493,9.14,10.8,9.45,-1.73,-1.36,-3.5
626,0.004195,0.015326,0.010982,19.62,0.002114,0.003264,21.08,0.520622,10.14,9.32,10.75,1.53,0.06,0.680000000000007
627,0.002404,0.020595,0.013922,16.67,0.00234,0.003935,19.77,0.102115,9.5,10.03,9.2,0.63,-1.23,4.22
628,0.010322,0.016306,0.005174,0.54,0.001013,0.002514,21.85,0.571473,10.5,9.59,11,-1.06,2.38,-1.37
629,0.008558,0.023251,0.011382,11.62,0.001585,0.00231,18.29,0.439933,10.75,9.03,10.28,-4.99,-3.34,2.22
630,0.006716,0.0199,0.007635,5.55,0.002757,0.00314,20.34,0.284527,9.74,10.6,9.54,4.57,4.65,-4.38
631,0.006455,0.023628,0.013212,18.32,0.001475,0.00257,21.52,0.420981,9.96,9.16,9.56,0.06,-2.07,-2.62
632,0.008771,0.019476,0.006958,4.47,0.002179,0.00399,19.6,0.264355,10.96,10.72,10.36,-0.42,0.88,0.459999999999994
633,0.010739,0.020034,0.010828,13.39,0.002732,0.003194,20.04,0.122042,10.21,10.15,10.9,-4.32,-4.96,-0.629999999999996
634,0.002034,0.01682,0.009576,9.44,0.001934,0.002364,18.09,0.590667,9.2,9.73,9.16,3.96,3.62,3.47
635,0.003974,0.02164,0.005328,6.77,0.001645,0.002943,20.78,0.188793,10.41,10.89,10.64,3.22,-2.6,1.34
636,0.008218,0.024609,0.008102,1.82,0.002405,0.003319,21.29,0.354705,9.66,9.92,9.81,-2.4,-0.34,4.43000000000001
637,0.004516,0.018582,0.011854,15.38,0.001202,0.00224,19.33,0.32285,10.66,10.45,10.11,2.14,1.68,-2.25
638,0.005134,0.020635,0.008346,12.23,0.002051,0.002392,20.67,0.2223,10.28,9.54,10.23,1.01,4.72,4.01000000000001
639,0.007601,0.017423,0.012099,6.18,0.001346,0.003034,18.71,0.504173,9.27,10.09,9.94,-0.74,-3.56,-1.81
640,0.011905,0.022979,0.00573,17.3,0.001805,0.003766,21.15,0.384184,9.53,10.53,9.29,-4.61,1.98,2.09
641,0.003361,0.01883,0.014482,1.15,0.002603,0.002658,19.22,0.291294,10.53,9.1,10.52,4.88,-0.67,-4.90000000000001
642,0.002652,0.023961,0.010625,2.55,0.002814,0.002016,21.91,0.458885,9.85,10.27,9.04,2.9,0.59,-0.310000000000002
643,0.010121,0.017937,0.009372,18.99,0.001516,0.003409,19.96,0.240247,10.86,9.86,10.77,-2.54,-1.75,3.09
644,0.005843,0.015905,0.006599,13.98,0.002277,0.002785,18.48,0.554719,9.11,10.82,9.69,1.84,-4.01,1.09999999999999
645,0.005978,0.024323,0.009931,15.01,0.001724,0.002643,20.11,0.494557,10.98,9.45,9.35,-1.19,3.07,-0.140000000000001
646,0.009287,0.017535,0.011179,1.54,0.002926,0.003781,18.03,0.214157,9.98,10.92,10.58,0.85,-4.26,2.95999999999999
647,0.009828,0.02198,0.007236,10.15,0.002483,0.003019,21.58,0.297494,9.23,10.49,10.18,4.43,0.18,-3.14
648,0.002908,0.016129,0.013483,6.43,0.001187,0.002407,19.53,0.391841,10.23,9.89,9.88,-4.78,-1.53,0.969999999999999
649,0.003459,0.021076,0.011423,9.71,0.001398,0.002769,21.34,0.231125,9.4,10.73,10.43,-3.02,2.23,3.84
650,0.011766,0.0171,0.007675,13.72,0.002194,0.003658,19.27,0.450243,10.4,9.15,9.63,2.75,-1.04,-1.68000000000001
651,0.007349,0.022794,0.013883,4.83,0.002653,0.003393,20.84,0.561397,10.65,9.72,9.09,1.35,4.5,1.92
652,0.005426,0.019131,0.005137,18.63,0.00195,0.002032,18.8,0.155279,9.65,10.16,10.83,-1.63,-3.15,-4.76000000000001
653,0.004808,0.021336,0.014752,14.22,0.002797,0.002317,21.2,0.257798,9.29,9.82,10.95,-0.26,-0.13,1.51000000000001
654,0.007966,0.015488,0.006004,7.95,0.001596,0.003241,19.16,0.413928,10.28,10.3,9.22,0.54,1.28,-4.3
655,0.004072,0.018144,0.0087,2.84,0.002354,0.002617,18.66,0.130561,9.53,9.26,10.3,-3.83,4.17,-2.38
656,0.00229,0.023402,0.006404,0.8,0.002065,0.002193,20.47,0.525623,10.83,10.1,9.76,-3.33,-4.56,-2.8
657,0.008674,0.020433,0.008944,5.92,0.001822,0.003566,21.97,0.332344,9.08,9.09,10.71,2.3,-2.45,-0.810000000000002
658,0.00659,0.01646,0.010191,11.91,0.002524,0.002991,19.89,0.362726,10.08,10.54,9.47,-1.95,1.14,3.61
659,0.006969,0.020193,0.005845,4.21,0.001242,0.003311,18.22,0.343484,10.37,9.22,9.39,-2.68,-3.71,4.34999999999999
660,0.010223,0.023474,0.008229,9.07,0.002988,0.002937,19.72,0.513509,9.62,10.21,10.09,1.7,-0.81,2.36
661,0.002541,0.019638,0.01198,13.1,0.001659,0.003513,21.64,0.169875,10.62,9.66,9.86,-1.26,2.16,-4.56
662,0.00449,0.024447,0.013124,10.76,0.001885,0.003187,19.45,0.579556,9.76,10.95,10.34,-0.92,-1.61,-0.560000000000002
663,0.010785,0.018735,0.006871,7.06,0.002715,0.002263,21.41,0.11167,10.76,9.43,9.61,1.11,0.42,2.77
664,0.010411,0.020081,0.005339,3.28,0.002332,0.002626,19.52,0.362167,9.1,10.5,9.37,1.53,3.62,-4.83
665,0.00502,0.015141,0.009098,2.15,0.001454,0.003887,20.91,0.433794,9.01,10.39,10.93,-4.52,2.53,0.859999999999999
666,0.005633,0.022829,0.010713,5.3,0.002294,0.003727,19.09,0.549954,9.92,9.6,10.81,-3.63,0.76,-2.92
667,0.007092,0.01899,0.00946,11.27,0.001121,0.002839,21.02,0.143104,10.93,10.03,9.01,3.44,-1.91,0.0799999999999983
668,0.003872,0.017272,0.007078,16.38,0.002866,0.003465,20.55,0.461444,9.18,9.03,10.47,-2.19,-4.8,3.17
669,0.003154,0.022394,0.007829,19.98,0.002593,0.003853,18.36,0.317299,10.44,10.33,9.98,-0.59,3.94,1.7
670,0.00961,0.015743,0.011582,3.47,0.001764,0.002714,20.28,0.410914,9.44,9.8,10.22,0.16,-2.79,-3.88
671,0.008885,0.0238,0.005603,14.85,0.001333,0.002477,19.83,0.475727,9.69,9.37,10.56,3.78,1.84,4.70999999999999
672,0.006352,0.018086,0.014355,8.56,0.002005,0.003088,21.79,0.194106,10.69,10.76,9.26,-4.22,-0.52,-1.89
673,0.006372,0.023811,0.011196,18.65,0.002627,0.00284,19.36,0.280523,10.83,10.63,9.84,0.98,-0.2,0.810000000000002
674,0.008902,0.018119,0.009949,4.8,0.001953,0.003733,21.28,0.436154,9.83,9.25,10.1,-0.71,1.51,-3.61
675,0.003134,0.015775,0.007254,9.73,0.002214,0.002109,20.78,0.105881,10.08,10.19,9.42,4.92,4.24,-0.599999999999994
676,0.003851,0.020809,0.007694,6.48,0.002488,0.002716,18.09,0.516597,9.29,9.41,10.88,2.92,-4.48,-4.61
677,0.007111,0.02284,0.005154,1.49,0.001743,0.00309,19.59,0.338912,10.53,10.39,9.58,-1.45,-2.21,-1.52
678,0.005655,0.019023,0.013902,15.05,0.002915,0.002483,21.55,0.369802,9.54,9.98,10.35,1.8,1.05,4.3
679,0.005042,0.02176,0.005986,11.94,0.001832,0.002136,18.45,0.48797,9.41,10.01,10.47,0.06,2.84,-1.91
680,0.010766,0.024416,0.008681,16.97,0.002093,0.003512,19.98,0.306501,10.65,9.06,9.05,-4.32,0.11,-3.83
681,0.004468,0.018722,0.012429,0.82,0.001265,0.002931,21.91,0.400379,9.65,10.56,10.75,3.97,-1.3,1.67
682,0.002521,0.023444,0.012633,2.89,0.001038,0.002261,19.22,0.255317,10.98,9.79,9.3,3.22,2.47,3.14
683,0.010205,0.019624,0.006386,19.32,0.002367,0.003181,21.17,0.474912,9.98,10.33,10.5,-3.5,-1.12,-0.959999999999994
684,0.008284,0.020162,0.010173,7.89,0.002794,0.003885,18.72,0.538684,9.23,10.77,10.23,-2.4,4.58,0.129999999999995
685,0.006989,0.016655,0.008925,14.27,0.001622,0.002555,20.64,0.133043,10.23,9.35,9.96,2.12,-3.39,-2.95
686,0.006572,0.020461,0.014579,2.13,0.002153,0.003234,21.47,0.55855,10.44,10.92,9.94,2.63,0.83,-4.70999999999999
687,0.008653,0.016466,0.005827,15.67,0.001451,0.002315,19.42,0.152176,9.44,9.45,10.14,-2.82,-2.14,1.89
688,0.002308,0.019747,0.008209,10.74,0.002694,0.003941,18.89,0.4548,10.69,10.48,9.34,1.56,-4.88,3.88
689,0.00409,0.024958,0.006853,13.05,0.002983,0.003361,20.2,0.295119,9.93,9.13,10.85,0.65,3.86,1.01000000000001
690,0.007945,0.021364,0.009079,18.04,0.001224,0.002985,21.73,0.500331,10.18,10.18,9.68,-4.97,1.59,2.93000000000001
691,0.00479,0.015493,0.010332,4.17,0.002427,0.003565,19.66,0.21824,9.17,9.69,10.39,4.53,-0.44,-0.0900000000000034
692,0.005407,0.022786,0.009478,8.53,0.001322,0.003788,20.34,0.318861,9.76,10.29,10.26,3.57,-3.47,3.64
693,0.007328,0.019106,0.01073,14.89,0.002024,0.002645,18.27,0.350972,10.76,9.83,9.56,-3.14,4.82,-0.849999999999994
694,0.011787,0.021067,0.007095,3.51,0.002565,0.002414,21.84,0.535669,10.01,9.27,9.21,-2.05,-0.74,0.549999999999997
695,0.003478,0.017074,0.013348,19.96,0.001769,0.003021,19.8,0.192543,9.01,10.86,10.98,2.49,1.93,-2.77
696,0.002926,0.021971,0.011599,16.34,0.001558,0.003664,21.11,0.586688,10.37,9.5,9.46,0.34,-1.86,-2.34999999999999
697,0.009848,0.016103,0.007847,0.21,0.002854,0.002771,19.03,0.118303,9.37,10.12,10.73,-0.14,0.5,4.55
698,0.005959,0.01751,0.00562,5.26,0.001095,0.003395,18.53,0.424711,10.62,9.07,9.81,4.23,2.77,1.54000000000001
699,0.00586,0.022256,0.008485,3.88,0.002906,0.003037,20.91,0.358941,9.49,10.69,9.16,-3.6,-4.33,-2.22
700,0.009404,0.015936,0.012232,17.66,0.001702,0.002398,18.96,0.328288,10.5,9.18,10.92,3.4,3.02,4.38
701,0.010102,0.023974,0.006179,8.77,0.001145,0.002661,21.4,0.185064,10.74,9.74,10.32,2.03,-1.44,-4.20999999999999
702,0.002635,0.017967,0.014927,12.8,0.002442,0.003772,19.48,0.529662,9.75,10.13,9.62,-2.23,0.28,1.37
703,0.003342,0.022992,0.010132,11.06,0.002232,0.003411,21.67,0.126751,10.89,9.48,10.07,-0.62,-0.99,3.5
704,0.011883,0.01886,0.008885,7.35,0.001434,0.002022,19.71,0.595633,9.89,10.9,9.87,0.19,2.3,-0.680000000000007
705,0.007622,0.020649,0.012672,15.97,0.001976,0.002787,20.15,0.417725,9.14,10.45,9.4,3.76,-3.25,0.409999999999997
706,0.005153,0.017454,0.006423,2.48,0.002679,0.003647,18.22,0.261843,10.13,9.92,10.67,-4.18,4.41,-2.59
707,0.004535,0.024575,0.013698,5.6,0.001572,0.003987,21.78,0.159284,10.8,10.07,10.54,-2.67,1.38,1.15000000000001
708,0.00824,0.018571,0.007451,11.57,0.002777,0.002564,19.85,0.565177,9.8,9.56,9.28,3.1,-0.04,-3.34999999999999
709,0.003955,0.01529,0.009755,16.71,0.001016,0.003188,18.33,0.227359,10.05,10.5,10.2,-1.28,-2.93,-0.260000000000005
710,0.002017,0.020001,0.005195,19.65,0.001305,0.003612,20.52,0.395867,9.32,9.86,9.74,-0.92,3.32,-4.84999999999999
711,0.008791,0.023594,0.007655,14.56,0.00255,0.002238,21.04,0.210148,10.57,10.83,10.8,4.71,1.21,-1.84
712,0.006473,0.019465,0.011403,8.27,0.001846,0.003314,19.09,0.490782,9.56,9.29,9.03,-4.5,-2.4,4.06
713,0.006696,0.023277,0.00698,15.34,0.002377,0.002885,18.77,0.198095,9.86,10.98,9.12,-0.24,4.94,3.31
714,0.00854,0.019909,0.013231,1.87,0.001207,0.003558,20.85,0.479461,10.85,9.39,10.82,0.51,-3.64,-1.09999999999999
715,0.01034,0.020621,0.009596,10.45,0.001634,0.003259,19.29,0.406946,10.11,9.96,10.41,4.13,2.05,0.310000000000002
716,0.002107,0.020545,0.009765,6.58,0.002724,0.002495,20.29,0.374223,10.31,10.68,10.54,-3.49,2.37,0.0100000000000051
717,0.004216,0.021515,0.014101,9.41,0.002735,0.002508,19.53,0.465424,10.28,9.19,10.16,-3.35,0.36,-2.09
718,0.011058,0.015334,0.005349,13.42,0.001908,0.003932,21.6,0.247285,9.28,10.68,9.89,3.71,-1.66,4.89
719,0.005218,0.016997,0.008495,13.78,0.001354,0.00228,18.96,0.244044,9.14,10.62,9.61,-1.48,0.97,2.43000000000001
720,0.004903,0.018303,0.008122,18.3,0.002167,0.002308,20.08,0.546224,10.53,9.63,10.57,-1.92,-3.77,1.81
721,0.005516,0.02123,0.012078,13.93,0.001086,0.002093,19.92,0.429964,10.41,10.35,10.69,-1.19,-2,-4.43000000000001
722,0.007209,0.016923,0.008326,7.66,0.002256,0.003482,21.96,0.27286,9.41,9.77,9.49,0.83,0.65,2.25
723,0.003599,0.019266,0.005708,2.51,0.001513,0.002856,20.47,0.58364,10.66,10.79,10.03,-4.79,3.54,4.17
724,0.003037,0.024154,0.009351,1.13,0.001787,0.002467,18.66,0.16605,9.95,9.56,9.52,-3.03,-2.68,0.629999999999996
725,0.009727,0.017659,0.010603,17.33,0.002614,0.003106,20.71,0.509428,10.96,10.06,10.28,2.76,4.03,-3.48
726,0.009158,0.022123,0.006577,6.22,0.002046,0.003843,19.15,0.378929,10.21,10.62,10.94,1.34,-0.57,2.63
727,0.006078,0.015941,0.01283,12.2,0.001374,0.002732,21.23,0.347543,9.21,9,9.24,-1.61,1.77,-0.469999999999999
728,0.006163,0.02072,0.006256,7.69,0.001711,0.002278,21.71,0.318397,9.73,10.52,10.78,2.41,-4.83,-3.56
729,0.009102,0.017349,0.01251,13.89,0.002881,0.003171,19.67,0.411768,10.73,9.11,9.04,-2.13,3.44,0.780000000000001
730,0.009779,0.023064,0.009031,2.78,0.002465,0.003902,20.22,0.476581,10.48,9.54,9.7,-3.22,-1.94,-0.319999999999993
731,0.002956,0.018756,0.010282,18.76,0.001138,0.002545,18.14,0.195204,9.48,10.09,10.49,3.49,0.71,2.53
732,0.003645,0.024035,0.014785,17.37,0.001412,0.002153,20.96,0.551053,10.16,9.31,9.95,4.31,-0.47,2.28
733,0.011581,0.017852,0.006032,1.08,0.002238,0.003296,18.91,0.143958,9.15,10.82,10.24,-3.96,1.86,-4.47
734,0.0073,0.022316,0.012402,12.47,0.002671,0.003529,21.48,0.244401,9.9,10.25,10.53,-0.07,-2.74,4.11
735,0.005475,0.01582,0.00865,5.94,0.001999,0.002922,19.4,0.462543,10.9,9.87,9.3,0.41,3.97,-1.31
736,0.004837,0.023709,0.011551,1.59,0.002752,0.002699,20.6,0.578701,10.03,10.15,9.42,1.48,2.11,4.95
737,0.007937,0.019403,0.007798,15.61,0.001582,0.003869,18.52,0.110571,9.04,9.73,10.66,-1.83,-0.84,-2.12
738,0.004277,0.016747,0.005026,10.48,0.002337,0.002493,19.04,0.43294,10.79,10.71,9.82,2.54,-3.73,-3.95999999999999
739,0.002319,0.021712,0.009917,13.15,0.00211,0.002823,21.85,0.342629,9.58,9.94,10.37,4.61,2.56,-1.25
740,0.010416,0.015219,0.01117,9.68,0.001283,0.003742,19.78,0.373988,10.58,10.44,9.57,-4.89,-3.83,3.41
741,0.008469,0.024681,0.007301,18.25,0.00187,0.003449,20.33,0.51241,10.33,10.88,9.17,-1.01,0.45,-3.01000000000001
742,0.006796,0.018501,0.013553,4.53,0.002542,0.002118,18.29,0.169021,9.33,9.5,10.9,0.74,-1.56,0.170000000000002
743,0.006392,0.024695,0.007957,11.84,0.001198,0.003673,19.61,0.524769,9.12,10.81,10.99,4.05,4.22,2.15000000000001
744,0.008842,0.018378,0.011705,5.33,0.002402,0.002753,21.53,0.180159,10.12,9.32,9.19,-4.24,-2.83,-4.99
745,0.010663,0.021414,0.005497,16.76,0.002939,0.002047,18.08,0.331245,10.87,9.76,9.53,-0.32,1.32,3.91
746,0.002102,0.015409,0.014244,0.45,0.001642,0.003377,20.04,0.361872,9.87,10.37,10.27,0.13,-0.1,-1.75
747,0.003913,0.020511,0.010699,3.42,0.00193,0.003797,18.85,0.256944,10.51,9.02,9.78,2.05,1.11,-3.37
748,0.01136,0.016381,0.009451,19.38,0.002728,0.002628,20.77,0.41283,9.51,10.6,10.02,-2.48,-2.5,1.2
749,0.008145,0.023168,0.013394,8.31,0.002175,0.002423,19.34,0.598569,9.26,10.05,10.74,-3.58,3.38,-0.209999999999994
750,0.004582,0.019976,0.007147,14.53,0.001471,0.003004,21.29,0.129707,10.26,9.58,9.44,3.15,-4.61,3.03
751,0.005214,0.022058,0.012976,17.62,0.002281,0.003352,18.71,0.232223,10.68,10.43,9.32,5,-1.5,-0.730000000000004
752,0.007512,0.016051,0.006728,3.92,0.001076,0.002209,20.66,0.451098,9.68,9.94,10.62,-4.56,0.23,3.53
753,0.003276,0.01777,0.009189,9.05,0.002818,0.003583,21.15,0.156378,10.42,11,9.91,1.06,3.12,0.370000000000005
754,0.002735,0.02256,0.005878,7.32,0.002607,0.003225,19.96,0.495656,9.19,9.64,10.39,1.72,-3.19,4.53
755,0.009479,0.021154,0.008184,2.21,0.00135,0.002601,18.47,0.298348,10.94,10.67,9.07,-2.65,-1.09,1.29000000000001
756,0.005755,0.017022,0.01193,16.25,0.002054,0.003958,20.4,0.39294,9.94,9.21,10.86,2.84,2.2,-4.06999999999999
757,0.010954,0.015214,0.009606,0.34,0.002122,0.00205,21.34,0.257137,10.28,9.86,10.83,0.63,-2.61,-0.0499999999999972
758,0.009225,0.018908,0.0053,8.65,0.002649,0.00296,20.1,0.239392,9.06,9.05,9.97,4.51,2.03,-2.49
759,0.009895,0.02087,0.011279,19.76,0.00219,0.002225,19.55,0.147251,9.82,9.61,9.25,0.91,-3.53,1.42
760,0.002831,0.017189,0.007527,3.7,0.001394,0.003336,21.59,0.55362,10.82,10.02,10.55,-1.11,4.76,-4.25
761,0.003529,0.022477,0.007419,0.09,0.001183,0.003974,19.28,0.221201,9.55,9.37,9,-1.69,-4.06,-0.870000000000005
762,0.007413,0.023883,0.009802,5.06,0.002923,0.002348,18.78,0.38333,10.3,10.31,10.46,2.69,-1.8,-2.7
763,0.005351,0.018015,0.011054,11.52,0.00172,0.003209,20.83,0.290195,9.3,9.81,9.73,-3.11,0.56,0.549999999999997
764,0.004719,0.020268,0.008755,15.86,0.002527,0.003424,19.17,0.189647,9.64,10.21,9.6,-3.79,3.67,-3.24
765,0.008045,0.016586,0.010008,1.93,0.001826,0.002,21.22,0.5328,10.64,9.67,10.33,4.21,-4.93,1.02
766,0.011069,0.023549,0.006529,10.85,0.001273,0.0028,18.64,0.355804,10.39,9.23,10.92,0.59,0.93,-0.0699999999999932
767,0.004166,0.019554,0.012781,6.97,0.002069,0.003626,20.72,0.323705,9.38,10.64,9.13,-0.16,-2.04,2.84999999999999
768,0.002198,0.02453,0.012284,9.31,0.002358,0.00305,18.41,0.421835,10.24,10,10.67,-1.99,1.65,2.01000000000001
769,0.010527,0.01866,0.008531,12.85,0.001062,0.002377,20.45,0.265453,9.25,10.38,9.38,2.19,-0.38,-4.81999999999999
770,0.006687,0.015066,0.006148,17.92,0.002801,0.003751,21.98,0.591522,11,9.43,10.08,-3.43,-2.65,-1.56999999999999
771,0.006894,0.021255,0.010475,5.7,0.001457,0.002446,20.16,0.102969,10.7,10.87,10.06,-1.36,0.01,-1.06999999999999
772,0.008331,0.01556,0.009227,12.14,0.002131,0.00312,18.2,0.572572,9.71,9.25,9.76,1.62,-1.39,3.27
773,0.002611,0.018216,0.006688,17.09,0.001889,0.002746,19.73,0.285382,10.46,10.31,10.71,-2.75,-4.13,0.0300000000000011
774,0.004412,0.023329,0.008377,19.13,0.001662,0.002072,21.42,0.366881,9.16,9.08,9.23,-4.43,4.67,4.77
775,0.007643,0.020361,0.005682,14.16,0.002419,0.003696,20.89,0.177592,10.91,10.11,10.31,1.2,2.41,1.61
776,0.005093,0.016541,0.014429,8.02,0.001247,0.002869,18.97,0.521477,9.91,9.52,9.51,-0.84,-1.18,-3.81999999999999
777,0.00573,0.024239,0.005458,4.92,0.002002,0.002529,21.03,0.40332,9.03,10.5,9.64,-2.3,-3.03,2.45
778,0.007006,0.017609,0.014206,18.54,0.001329,0.003918,19.11,0.309453,10.03,9.88,10.44,1.94,4.3,-4.61
779,0.011484,0.021895,0.007998,9.93,0.001761,0.003155,20.53,0.20219,10.77,9.44,10.84,3.32,-0.29,4.29000000000001
780,0.00378,0.016203,0.011745,13.49,0.002589,0.002294,18.58,0.483086,9.78,10.94,9.1,-3.68,1.41,-1.45
781,0.003249,0.021002,0.013201,10.22,0.002863,0.002906,20.27,0.135989,10.61,9.71,10.59,-4.11,-2.27,-3.73
782,0.009527,0.017185,0.006952,6.36,0.001534,0.003545,18.34,0.541626,9.6,10.17,9.35,3.84,1,0.909999999999997
783,0.008963,0.022721,0.010895,15.25,0.001118,0.00328,21.8,0.470023,9.36,10.73,9.89,0.27,-4.38,-0.489999999999995
784,0.006262,0.019216,0.009648,1.3,0.00229,0.002169,19.84,0.250408,10.35,9.15,10.18,-0.54,3.26,2.67
785,0.006251,0.021595,0.013401,16.9,0.001128,0.003779,20.5,0.295747,10.92,9.61,10.42,-1.88,4.56,-1.54000000000001
786,0.009013,0.015258,0.007149,0.93,0.002456,0.002672,18.61,0.389621,9.92,10.01,9.66,2.31,-3.41,4.36
787,0.009555,0.024563,0.010628,12,0.002883,0.002403,21.06,0.496777,9.17,10.57,9.12,3.75,2.46,-4.54000000000001
788,0.003182,0.018539,0.009375,5.79,0.001713,0.003046,19.08,0.215903,10.17,9.05,10.82,-3.32,-1.14,2.36
789,0.003732,0.02367,0.005518,7.84,0.001986,0.003653,21.76,0.563084,9.46,10.34,9.37,-3.9,0.13,2.74
790,0.007076,0.020077,0.0079,2.93,0.002244,0.002029,20.3,0.228966,10.71,9.34,10.17,0.47,2.86,0.819999999999993
791,0.0057,0.016865,0.011654,19.23,0.001418,0.003421,18.32,0.448557,9.72,10.78,9.9,-0.27,-4.17,-3.67
792,0.005082,0.023918,0.008146,13.62,0.002335,0.003198,21.69,0.597936,9.35,9.24,9.78,-1.58,-2.24,0.109999999999999
793,0.007693,0.017891,0.011898,9.84,0.001007,0.002368,19.7,0.128326,10.34,10.63,10.04,1.38,1.05,-2.90000000000001
794,0.01088,0.0222,0.005919,18.72,0.001591,0.002572,20.13,0.260033,10.6,10.2,10.7,2.79,-4.51,3.2
795,0.004345,0.01586,0.014672,4.69,0.002762,0.003993,18.24,0.41566,9.6,9.68,9.49,-3,3.16,-0.989999999999995
796,0.002564,0.02068,0.010424,1.44,0.002536,0.003323,20.92,0.334015,10.77,10.97,10.95,-4.83,-3.09,-3.89
797,0.010172,0.017466,0.009172,15.14,0.001864,0.002243,18.94,0.364901,9.77,9.41,9.25,4.4,4.27,1.7
798,0.0084,0.023024,0.013042,6.53,0.001297,0.002949,21.39,0.523449,9.02,9.97,9.53,0.8,-0.19,-1.90000000000001
799,0.006863,0.018872,0.006788,10.01,0.002123,0.003619,19.5,0.179587,10.02,10.4,10.3,-1.22,1.54,4.7
800,0.006617,0.0226,0.012365,3.57,0.001655,0.002174,18.67,0.511273,10.31,9.84,10.32,-4.15,-3.93,2.94
801,0.008618,0.019249,0.008618,19.85,0.002952,0.003254,20.69,0.168144,9.31,10.28,9.62,3.79,2.78,-0.140000000000001
802,0.00219,0.016905,0.006078,15,0.001192,0.002878,21.25,0.377323,10.56,9.27,10.91,-0.58,0.51,-3.15000000000001
803,0.004138,0.022175,0.009018,11.37,0.001481,0.002297,19.93,0.279106,9.83,10.11,9.39,-2.26,-0.75,-1.64
804,0.011136,0.016011,0.010265,5.18,0.002185,0.003127,21.95,0.435465,10.82,9.51,10.66,1.99,1.9,3.86
805,0.008056,0.024206,0.006322,16.29,0.002726,0.003923,18.38,0.577884,10.08,9.08,10.07,3.37,-3.48,-4.73
806,0.004669,0.01773,0.01257,0.3,0.001928,0.002503,20.49,0.109495,9.07,10.55,9.86,-3.64,4.79,1.94
807,0.005282,0.02055,0.007308,7.17,0.002824,0.002851,19.51,0.241326,9.99,9.46,9.99,-4.47,1.61,-4.33
808,0.007444,0.016264,0.013555,10.63,0.001526,0.003708,21.62,0.459697,10.99,10.91,10.19,4.74,-0.42,1.48999999999999
809,0.011993,0.019341,0.006189,18.87,0.002595,0.003906,19.48,0.550918,10.89,9.56,10.91,2.89,3.24,4.27
810,0.003521,0.019857,0.011095,15.78,0.002268,0.002082,20.06,0.145324,9.24,9.9,9.27,-0.89,-2.53,4.58
811,0.002802,0.024813,0.013799,18.09,0.002056,0.002725,18.75,0.477886,10.38,10.73,10.79,-1.31,3.7,0.609999999999999
812,0.009962,0.018339,0.005052,4.08,0.001352,0.003833,20.86,0.195791,9.38,9.14,9.02,1.67,-4.89,-2.79000000000001
813,0.002835,0.022481,0.013358,9.9,0.002475,0.002296,21.84,0.541789,9.37,10.96,10.26,2.75,-2.78,2.51000000000001
814,0.006,0.015371,0.007747,9.21,0.002597,0.002459,21.33,0.408755,10.63,10.18,10.44,-2.71,-2.16,-0.799999999999997
815,0.005825,0.024414,0.005645,0.56,0.001403,0.002098,19.2,0.468702,9.25,9.55,10.6,4.58,1.21,0.439999999999998
816,0.009983,0.021757,0.008418,5.53,0.002647,0.003724,18.74,0.138758,10.5,10.51,9.93,-1.05,3.32,3.45
817,0.002743,0.015106,0.012171,11.67,0.001945,0.002835,20.63,0.544655,9.51,9.11,10.13,0.7,-4.63,-0.659999999999997
818,0.003304,0.020228,0.012922,14.61,0.001734,0.002474,18.44,0.20528,10.86,10.27,9.67,1.52,4.09,-4.16
819,0.011931,0.016702,0.006671,8.17,0.002936,0.003086,20.43,0.485917,9.86,9.85,10.38,-1.79,-2.93,1.34999999999999
820,0.007502,0.02351,0.01054,19.6,0.002473,0.003848,19.99,0.402687,9.12,9.28,10.85,-2.86,1.35,-2.24
821,0.005264,0.019671,0.009287,3.22,0.001177,0.00271,21.88,0.308072,10.11,10.84,9.08,2.58,-0.04,4.44
822,0.004651,0.022359,0.010902,8.84,0.002071,0.002925,18.12,0.174334,10.95,9.18,9.21,4.28,-3.23,-1.81999999999999
823,0.008114,0.015709,0.00965,12.7,0.001275,0.003501,20.01,0.518936,9.95,10.7,10.97,-4,4.42,4
824,0.003922,0.018053,0.006876,17.77,0.002518,0.002127,21.56,0.337063,10.2,9.74,9.55,0.38,2.31,2.08
825,0.002131,0.022862,0.00802,16.02,0.002807,0.00255,19.37,0.442153,9.44,10.9,10,2.44,-1.45,3.12
826,0.008831,0.020831,0.005402,11.01,0.001049,0.003174,18.82,0.100368,10.69,9.91,9.46,-3.18,-4.34,1.13
827,0.006442,0.017307,0.014155,7.44,0.002344,0.00225,20.8,0.569253,9.68,10.46,10.72,3.53,3,-3.28
828,0.006807,0.02104,0.009809,18.97,0.001876,0.003946,21.12,0.120356,9.9,9.78,10.64,1.85,-0.6,-4.03
829,0.008419,0.017067,0.011056,2.61,0.002704,0.002619,19.01,0.588509,10.89,10.35,9.44,-1.41,1.75,1.87
